iter	RMSE
488	11.00652787
489	11.00630364
490	11.00568817
491	11.00504229
492	11.0045243
493	11.00387915
494	11.00319369
495	11.00250889
496	11.00222966
497	11.00191618
498	11.0013354
499	11.00075405
500	11.00007589
501	10.99959897
502	10.99934863
503	10.99892187
504	10.99848774
505	10.99830305
506	10.99815292
507	10.99769387
508	10.99718149
509	10.99675237
510	10.99613023
511	10.99570066
512	10.99542249
513	10.99490836
514	10.99472768
515	10.99420466
516	10.99376828
517	10.99338813
518	10.99276701
519	10.99217241
520	10.99191978
521	10.99169199
522	10.99115291
523	10.99064958
524	10.99013372
525	10.99002866
526	10.98967661
527	10.98942639
528	10.9889603
529	10.98874208
530	10.98845637
531	10.98811607
532	10.98760162
533	10.98718261
534	10.98665718
535	10.98621469
536	10.985888
537	10.98549824
538	10.98495587
539	10.98453994
540	10.98400251
541	10.9835633
542	10.98316296
543	10.98274847
544	10.9822815
545	10.98194409
546	10.98154717
547	10.98129912
548	10.98090539
549	10.98059597
550	10.98033962
551	10.98005206
552	10.97958093
553	10.9791623
554	10.97875965
555	10.9784837
556	10.97823286
557	10.97781069
558	10.97747289
559	10.9769391
560	10.97660818
561	10.97613216
562	10.97567794
563	10.97530093
564	10.97508621
565	10.97481295
566	10.9744483
567	10.97401649
568	10.97371589
569	10.97354473
570	10.97334927
571	10.97285853
572	10.97244843
573	10.97233184
574	10.97186469
575	10.97164981
576	10.97119866
577	10.97087047
578	10.97042885
579	10.9699927
580	10.9695426
581	10.96941421
582	10.96923804
583	10.96899726
584	10.96874355
585	10.96847625
586	10.96827417
587	10.96806093
588	10.96764508
589	10.96724889
590	10.96695925
591	10.96658104
592	10.96612125
593	10.965925
594	10.96552194
595	10.96524226
596	10.96488596
597	10.96462053
598	10.96424259
599	10.96411793
600	10.96370002
601	10.96352116
602	10.96330031
603	10.96296229
604	10.96257393
605	10.96226839
606	10.96194514
607	10.96165044
608	10.96145833
609	10.96112611
610	10.96091184
611	10.96060899
612	10.96043018
613	10.96021724
614	10.95983136
615	10.95953471
616	10.95931496
617	10.95902441
618	10.95885869
619	10.95860738
620	10.95839335
621	10.95817028
622	10.95794974
623	10.9577704
624	10.9576135
625	10.95728395
626	10.95716382
627	10.9570841
628	10.95676785
629	10.95654818
630	10.95646468
631	10.95622396
632	10.95598207
633	10.95571968
634	10.95556922
635	10.95531507
636	10.95505307
637	10.95480996
638	10.95462245
639	10.95437832
640	10.95407691
641	10.95383592
642	10.95358485
643	10.95333796
644	10.95320179
645	10.95303607
646	10.9528902
647	10.95254215
648	10.95224167
649	10.95209652
650	10.95187844
651	10.95160512
652	10.95134507
653	10.95108678
654	10.95081561
655	10.95052074
656	10.95031742
657	10.95010528
658	10.95005265
659	10.94974388
660	10.94961003
661	10.94931733
662	10.94903435
663	10.94894755
664	10.94865696
665	10.94840922
666	10.9482164
667	10.9479795
668	10.94788119
669	10.94756822
670	10.94740099
671	10.94729911
672	10.94702649
673	10.94681225
674	10.94674065
675	10.94665213
676	10.94651251
677	10.94628445
678	10.94601789
679	10.94576067
680	10.94552186
681	10.94526717
682	10.94499223
683	10.94471757
684	10.94455082
685	10.94432284
686	10.94419582
687	10.94391049
688	10.94372746
689	10.94365911
690	10.94340419
691	10.94330904
692	10.94320872
693	10.94307446
694	10.94292255
695	10.94284018
696	10.94264752
697	10.94253137
698	10.94235014
699	10.94228454
700	10.94214642
701	10.9419587
702	10.94185088
703	10.94161751
704	10.94149424
705	10.94144768
706	10.94124439
707	10.94100263
708	10.94086768
709	10.94068943
710	10.94047977
711	10.94030478
712	10.94010013
713	10.94000945
714	10.93977616
715	10.9397288
716	10.93954383
717	10.93938052
718	10.93922127
719	10.93905648
720	10.93885874
721	10.93866775
722	10.93850546
723	10.93834974
724	10.9382367
725	10.93814089
726	10.93803842
727	10.93791092
728	10.93769479
729	10.93759244
730	10.93749897
731	10.93738031
732	10.93724717
733	10.9370644
734	10.93695001
735	10.93687051
736	10.93669382
737	10.93657726
738	10.9365046
739	10.93637724
740	10.93626262
741	10.93605322
742	10.93600266
743	10.9358337
744	10.9357115
745	10.93548299
746	10.93536527
747	10.93523896
748	10.93518686
749	10.9350213
750	10.93487281
751	10.9347708
752	10.93461691
753	10.93449799
754	10.93436751
755	10.93420153
756	10.93413031
757	10.93403501
758	10.93394186
759	10.933858
760	10.93368608
761	10.93361345
762	10.9334666
763	10.93340942
764	10.93324449
765	10.93307655
766	10.93289707
767	10.93279673
768	10.93267136
769	10.93247098
770	10.932399
771	10.93222856
772	10.93205459
773	10.93191387
774	10.93182133
775	10.9316743
776	10.93161322
777	10.93149301
778	10.93134428
779	10.93121222
780	10.93108221
781	10.93093079
782	10.93087697
783	10.93081597
784	10.93074252
785	10.93071638
786	10.93061484
787	10.9305561
788	10.93047496
789	10.93036106
790	10.93025802
791	10.93015105
792	10.93008479
793	10.92995958
794	10.92980675
795	10.9297236
796	10.92959482
797	10.92954138
798	10.92943716
799	10.92934265
800	10.92926416
801	10.92912621
802	10.92907058
803	10.92891236
804	10.92879567
805	10.92868308
806	10.92853604
807	10.92841662
808	10.92825399
809	10.92818348
810	10.92805704
811	10.92793173
812	10.92780249
813	10.92765851
814	10.92751834
815	10.92740388
816	10.92730375
817	10.92725146
818	10.92712993
819	10.92700779
820	10.92690512
821	10.9268386
822	10.92674186
823	10.926667
824	10.92658698
825	10.92646702
826	10.92641017
827	10.9262643
828	10.92623188
829	10.92608057
830	10.92595663
831	10.92585561
832	10.92578731
833	10.92571635
834	10.92567727
835	10.92558731
836	10.92549902
837	10.92541689
838	10.9253656
839	10.92525737
840	10.92521848
841	10.92510118
842	10.92500377
843	10.92489135
844	10.92478798
845	10.92471337
846	10.92458777
847	10.9244964
848	10.92443709
849	10.92438542
850	10.92431106
851	10.92423583
852	10.92416244
853	10.92410233
854	10.92399649
855	10.92391416
856	10.92377397
857	10.92368867
858	10.92357761
859	10.92353171
860	10.92343381
861	10.92336093
862	10.92328548
863	10.92321537
864	10.92312292
865	10.92305052
866	10.92298198
867	10.92289208
868	10.92285439
869	10.92280704
870	10.92267966
871	10.92262418
872	10.92249624
873	10.92242108
874	10.9223355
875	10.92225994
876	10.92220009
877	10.9221174
878	10.92203276
879	10.92190975
880	10.92185592
881	10.92177732
882	10.92170059
883	10.92163012
884	10.92153687
885	10.92142309
886	10.92132599
887	10.92123862
888	10.92115515
889	10.92104938
890	10.92096153
891	10.92089233
892	10.92084969
893	10.9208237
894	10.92076056
895	10.92067938
896	10.92057878
897	10.92046344
898	10.92041949
899	10.92038892
900	10.92030151
901	10.92023398
902	10.92012634
903	10.92006828
904	10.92001901
905	10.91993266
906	10.91987704
907	10.9198293
908	10.91974532
909	10.9196812
910	10.91962727
911	10.9195472
912	10.91946995
913	10.91935745
914	10.91929442
915	10.91921895
916	10.91914368
917	10.9191015
918	10.91907853
919	10.91900315
920	10.91892286
921	10.91885315
922	10.91883352
923	10.918787
924	10.91876024
925	10.91869909
926	10.9186693
927	10.91859921
928	10.91857315
929	10.91847252
930	10.91842753
931	10.91836831
932	10.91829868
933	10.91823513
934	10.91820265
935	10.91816149
936	10.91811672
937	10.91806559
938	10.91800019
939	10.9179623
940	10.91793199
941	10.91788849
942	10.91780645
943	10.91777995
944	10.91771551
945	10.91762802
946	10.91758672
947	10.91751296
948	10.9174573
949	10.91740791
950	10.91738401
951	10.91733018
952	10.91726761
953	10.91720179
954	10.91715584
955	10.91710534
956	10.91703563
957	10.91697114
958	10.91692686
959	10.916892
960	10.9168509
961	10.91680708
962	10.91672397
963	10.91668475
964	10.91661445
965	10.91652711
966	10.91647401
967	10.91643682
968	10.91638796
969	10.91636063
970	10.91630319
971	10.91622609
972	10.91620678
973	10.91614838
974	10.91611547
975	10.9160494
976	10.91598874
977	10.91596962
978	10.91593116
979	10.9158779
980	10.9158048
981	10.91576037
982	10.91568165
983	10.915644
984	10.91557551
985	10.9155207
986	10.91548005
987	10.91545451
988	10.91542378
989	10.91533864
990	10.91528604
991	10.91523588
992	10.9151868
993	10.9151524
994	10.91511442
995	10.91508302
996	10.91503797
997	10.91501105
998	10.91498243
999	10.91493298
